user_id	item_id	timestamp
264	1	2010-01-21 08:00:00+00:00
4739	1	2010-01-29 08:00:00+00:00
34906	1	2010-02-18 08:00:00+00:00
1687	1	2010-04-06 07:00:00+00:00
5873	1	2010-04-08 07:00:00+00:00
326	1	2010-04-24 07:00:00+00:00
9265	2	2010-04-30 07:00:00+00:00
22723	1	2010-05-05 07:00:00+00:00
30594	1	2010-05-28 07:00:00+00:00
3348	1	2010-06-01 07:00:00+00:00
4094	1	2010-06-17 07:00:00+00:00
5556	1	2010-06-19 07:00:00+00:00
3961	2	2010-06-19 07:00:00+00:00
5420	2	2010-06-22 07:00:00+00:00
11694	1	2010-06-22 07:00:00+00:00
4270	2	2010-06-22 07:00:00+00:00
2364	2	2010-06-23 07:00:00+00:00
1440	2	2010-06-23 07:00:00+00:00
1770	2	2010-06-25 07:00:00+00:00
5726	2	2010-06-26 07:00:00+00:00
733	1	2010-07-01 07:00:00+00:00
2926	2	2010-07-04 07:00:00+00:00
3013	1	2010-07-21 07:00:00+00:00
1076	1	2010-08-07 07:00:00+00:00
2652	1	2010-08-10 07:00:00+00:00
4304	1	2010-08-19 07:00:00+00:00
1007	3	2010-09-14 07:00:00+00:00
4392	3	2010-09-19 07:00:00+00:00
2125	3	2010-09-22 07:00:00+00:00
5070	2	2010-09-26 07:00:00+00:00
5407	1	2010-09-28 07:00:00+00:00
289	2	2010-10-01 07:00:00+00:00
4428	3	2010-10-03 07:00:00+00:00
111	2	2010-10-06 07:00:00+00:00
5575	2	2010-10-07 07:00:00+00:00
5605	1	2010-10-08 07:00:00+00:00
729	1	2010-10-19 07:00:00+00:00
3066	2	2010-10-19 07:00:00+00:00
5544	2	2010-10-22 07:00:00+00:00
34194	2	2010-10-23 07:00:00+00:00
1273	2	2010-10-31 07:00:00+00:00
5754	2	2010-11-01 07:00:00+00:00
1682	3	2010-11-03 07:00:00+00:00
210	2	2010-11-05 07:00:00+00:00
330	1	2010-11-06 07:00:00+00:00
22183	1	2010-11-06 07:00:00+00:00
31941	2	2010-11-07 07:00:00+00:00
793	2	2010-11-07 07:00:00+00:00
6869	2	2010-11-09 08:00:00+00:00
273	2	2010-11-10 08:00:00+00:00
34906	3	2010-11-10 08:00:00+00:00
1049	3	2010-11-11 08:00:00+00:00
4677	2	2010-11-11 08:00:00+00:00
188	3	2010-11-13 08:00:00+00:00
33795	1	2010-11-14 08:00:00+00:00
4091	1	2010-11-16 08:00:00+00:00
2530	1	2010-11-16 08:00:00+00:00
1537	2	2010-11-16 08:00:00+00:00
4063	3	2010-11-16 08:00:00+00:00
1016	2	2010-11-17 08:00:00+00:00
3583	3	2010-11-17 08:00:00+00:00
2138	2	2010-11-18 08:00:00+00:00
2925	2	2010-11-19 08:00:00+00:00
1127	3	2010-11-19 08:00:00+00:00
4165	1	2010-11-19 08:00:00+00:00
11730	3	2010-11-19 08:00:00+00:00
11555	1	2010-11-20 08:00:00+00:00
15213	3	2010-11-20 08:00:00+00:00
5710	3	2010-11-20 08:00:00+00:00
22666	3	2010-11-21 08:00:00+00:00
18770	2	2010-11-21 08:00:00+00:00
30804	3	2010-11-21 08:00:00+00:00
2589	3	2010-11-22 08:00:00+00:00
4221	2	2010-11-22 08:00:00+00:00
1098	2	2010-11-22 08:00:00+00:00
3545	1	2010-11-23 08:00:00+00:00
15198	3	2010-11-24 08:00:00+00:00
33392	2	2010-11-24 08:00:00+00:00
36583	2	2010-11-24 08:00:00+00:00
21145	1	2010-11-24 08:00:00+00:00
4802	2	2010-11-25 08:00:00+00:00
10504	3	2010-11-26 08:00:00+00:00
20147	2	2010-11-27 08:00:00+00:00
15382	1	2010-11-27 08:00:00+00:00
1329	3	2010-11-28 08:00:00+00:00
29233	2	2010-11-28 08:00:00+00:00
2611	2	2010-11-29 08:00:00+00:00
35502	2	2010-11-29 08:00:00+00:00
3124	3	2010-11-30 08:00:00+00:00
1701	2	2010-11-30 08:00:00+00:00
9955	1	2010-11-30 08:00:00+00:00
2572	3	2010-12-02 08:00:00+00:00
34494	3	2010-12-02 08:00:00+00:00
23325	3	2010-12-02 08:00:00+00:00
5090	2	2010-12-02 08:00:00+00:00
830	2	2010-12-02 08:00:00+00:00
16525	3	2010-12-02 08:00:00+00:00
27360	2	2010-12-03 08:00:00+00:00
18665	3	2010-12-03 08:00:00+00:00
2039	3	2010-12-03 08:00:00+00:00
5276	3	2010-12-03 08:00:00+00:00
5630	3	2010-12-03 08:00:00+00:00
5330	2	2010-12-03 08:00:00+00:00
32083	2	2010-12-03 08:00:00+00:00
1025	3	2010-12-04 08:00:00+00:00
3256	3	2010-12-04 08:00:00+00:00
1027	3	2010-12-04 08:00:00+00:00
2863	3	2010-12-04 08:00:00+00:00
1203	3	2010-12-04 08:00:00+00:00
4789	2	2010-12-05 08:00:00+00:00
825	1	2010-12-06 08:00:00+00:00
28876	3	2010-12-06 08:00:00+00:00
5678	2	2010-12-06 08:00:00+00:00
2514	2	2010-12-06 08:00:00+00:00
29236	3	2010-12-07 08:00:00+00:00
7304	3	2010-12-07 08:00:00+00:00
2742	3	2010-12-08 08:00:00+00:00
16606	2	2010-12-08 08:00:00+00:00
4634	2	2010-12-09 08:00:00+00:00
10348	3	2010-12-09 08:00:00+00:00
8001	3	2010-12-10 08:00:00+00:00
36702	3	2010-12-11 08:00:00+00:00
18780	2	2010-12-11 08:00:00+00:00
12004	2	2010-12-11 08:00:00+00:00
3758	1	2010-12-13 08:00:00+00:00
2351	2	2010-12-13 08:00:00+00:00
28810	2	2010-12-16 08:00:00+00:00
7951	3	2010-12-16 08:00:00+00:00
2094	3	2010-12-16 08:00:00+00:00
5388	3	2010-12-16 08:00:00+00:00
5543	1	2010-12-16 08:00:00+00:00
36363	3	2010-12-18 08:00:00+00:00
30262	1	2010-12-18 08:00:00+00:00
167	2	2010-12-18 08:00:00+00:00
21787	3	2010-12-20 08:00:00+00:00
30394	3	2010-12-20 08:00:00+00:00
19430	2	2010-12-20 08:00:00+00:00
725	3	2010-12-20 08:00:00+00:00
8101	1	2010-12-22 08:00:00+00:00
2069	3	2010-12-22 08:00:00+00:00
5521	2	2010-12-24 08:00:00+00:00
33005	3	2010-12-25 08:00:00+00:00
3972	3	2010-12-27 08:00:00+00:00
1992	3	2010-12-28 08:00:00+00:00
37131	3	2010-12-28 08:00:00+00:00
6996	2	2010-12-29 08:00:00+00:00
9512	3	2010-12-30 08:00:00+00:00
5477	1	2010-12-30 08:00:00+00:00
4205	2	2010-12-30 08:00:00+00:00
4594	3	2010-12-30 08:00:00+00:00
34013	3	2010-12-30 08:00:00+00:00
1954	1	2010-12-31 08:00:00+00:00
4327	2	2011-01-03 08:00:00+00:00
5042	2	2011-01-03 08:00:00+00:00
21410	2	2011-01-04 08:00:00+00:00
1166	1	2011-01-04 08:00:00+00:00
1889	2	2011-01-04 08:00:00+00:00
793	3	2011-01-04 08:00:00+00:00
29532	2	2011-01-05 08:00:00+00:00
5689	1	2011-01-06 08:00:00+00:00
5403	1	2011-01-09 08:00:00+00:00
3383	3	2011-01-09 08:00:00+00:00
1252	3	2011-01-10 08:00:00+00:00
1865	1	2011-01-10 08:00:00+00:00
23445	3	2011-01-12 08:00:00+00:00
4743	3	2011-01-13 08:00:00+00:00
593	3	2011-01-18 08:00:00+00:00
26079	2	2011-01-20 08:00:00+00:00
4153	2	2011-01-21 08:00:00+00:00
109	3	2011-01-21 08:00:00+00:00
1869	3	2011-01-24 08:00:00+00:00
10953	2	2011-01-25 08:00:00+00:00
1237	2	2011-01-27 08:00:00+00:00
2867	2	2011-01-28 08:00:00+00:00
2213	3	2011-01-28 08:00:00+00:00
969	1	2011-01-30 08:00:00+00:00
36056	3	2011-01-30 08:00:00+00:00
2831	3	2011-01-30 08:00:00+00:00
7376	5	2011-02-02 08:00:00+00:00
815	4	2011-02-02 08:00:00+00:00
412	3	2011-02-02 08:00:00+00:00
507	3	2011-02-02 08:00:00+00:00
20957	2	2011-02-03 08:00:00+00:00
3081	3	2011-02-03 08:00:00+00:00
2780	3	2011-02-03 08:00:00+00:00
437	3	2011-02-04 08:00:00+00:00
17179	2	2011-02-05 08:00:00+00:00
17629	1	2011-02-07 08:00:00+00:00
5149	2	2011-02-08 08:00:00+00:00
326	2	2011-02-08 08:00:00+00:00
3858	5	2011-02-08 08:00:00+00:00
4079	3	2011-02-09 08:00:00+00:00
3454	1	2011-02-09 08:00:00+00:00
4916	3	2011-02-09 08:00:00+00:00
3933	2	2011-02-10 08:00:00+00:00
30514	2	2011-02-10 08:00:00+00:00
3088	2	2011-02-10 08:00:00+00:00
3701	1	2011-02-11 08:00:00+00:00
892	2	2011-02-11 08:00:00+00:00
5891	3	2011-02-11 08:00:00+00:00
4089	4	2011-02-12 08:00:00+00:00
2492	6	2011-02-12 08:00:00+00:00
16147	3	2011-02-12 08:00:00+00:00
1670	6	2011-02-12 08:00:00+00:00
2991	2	2011-02-13 08:00:00+00:00
2355	4	2011-02-14 08:00:00+00:00
36749	3	2011-02-15 08:00:00+00:00
18227	2	2011-02-15 08:00:00+00:00
4868	4	2011-02-16 08:00:00+00:00
4299	4	2011-02-16 08:00:00+00:00
14613	4	2011-02-16 08:00:00+00:00
3961	3	2011-02-18 08:00:00+00:00
3391	3	2011-02-20 08:00:00+00:00
33075	2	2011-02-20 08:00:00+00:00
24425	6	2011-02-21 08:00:00+00:00
2633	3	2011-02-21 08:00:00+00:00
404	2	2011-02-22 08:00:00+00:00
4950	4	2011-02-22 08:00:00+00:00
3293	6	2011-02-22 08:00:00+00:00
30429	2	2011-02-23 08:00:00+00:00
30654	2	2011-02-23 08:00:00+00:00
6496	3	2011-02-24 08:00:00+00:00
2600	3	2011-02-25 08:00:00+00:00
1207	1	2011-02-25 08:00:00+00:00
9733	5	2011-02-27 08:00:00+00:00
20575	4	2011-03-01 08:00:00+00:00
17124	2	2011-03-01 08:00:00+00:00
4593	2	2011-03-02 08:00:00+00:00
11912	3	2011-03-03 08:00:00+00:00
1094	3	2011-03-04 08:00:00+00:00
4870	3	2011-03-04 08:00:00+00:00
1540	3	2011-03-06 08:00:00+00:00
23987	4	2011-03-06 08:00:00+00:00
20445	3	2011-03-09 08:00:00+00:00
20445	2	2011-03-09 08:00:00+00:00
1899	2	2011-03-10 08:00:00+00:00
6715	2	2011-03-10 08:00:00+00:00
3676	6	2011-03-11 08:00:00+00:00
2545	6	2011-03-14 07:00:00+00:00
3616	3	2011-03-15 07:00:00+00:00
2934	3	2011-03-16 07:00:00+00:00
3311	4	2011-03-16 07:00:00+00:00
4607	3	2011-03-16 07:00:00+00:00
1166	2	2011-03-16 07:00:00+00:00
29286	2	2011-03-20 07:00:00+00:00
2392	2	2011-03-25 07:00:00+00:00
2202	2	2011-03-31 07:00:00+00:00
4445	2	2011-04-01 07:00:00+00:00
1192	1	2011-04-02 07:00:00+00:00
3272	1	2011-04-04 07:00:00+00:00
4678	3	2011-04-04 07:00:00+00:00
11208	1	2011-04-05 07:00:00+00:00
14588	4	2011-04-14 07:00:00+00:00
1047	4	2011-04-15 07:00:00+00:00
2530	8	2011-04-20 07:00:00+00:00
1682	1	2011-04-22 07:00:00+00:00
2611	1	2011-04-26 07:00:00+00:00
3733	10	2011-04-27 07:00:00+00:00
5714	1	2011-04-28 07:00:00+00:00
4327	1	2011-04-28 07:00:00+00:00
2280	8	2011-04-29 07:00:00+00:00
4870	1	2011-05-03 07:00:00+00:00
9542	4	2011-05-04 07:00:00+00:00
1687	3	2011-05-04 07:00:00+00:00
1328	4	2011-05-04 07:00:00+00:00
1855	1	2011-05-08 07:00:00+00:00
19410	4	2011-05-10 07:00:00+00:00
7811	3	2011-05-12 07:00:00+00:00
819	1	2011-05-13 07:00:00+00:00
2094	4	2011-05-14 07:00:00+00:00
25152	4	2011-05-15 07:00:00+00:00
19245	4	2011-05-16 07:00:00+00:00
11522	4	2011-05-16 07:00:00+00:00
4915	8	2011-05-19 07:00:00+00:00
3478	4	2011-05-23 07:00:00+00:00
2683	4	2011-05-24 07:00:00+00:00
9415	4	2011-05-24 07:00:00+00:00
5420	1	2011-05-24 07:00:00+00:00
4969	3	2011-06-03 07:00:00+00:00
4189	4	2011-06-03 07:00:00+00:00
5206	1	2011-06-04 07:00:00+00:00
2663	4	2011-06-04 07:00:00+00:00
17113	1	2011-06-05 07:00:00+00:00
1301	3	2011-06-07 07:00:00+00:00
1777	4	2011-06-07 07:00:00+00:00
33562	3	2011-06-08 07:00:00+00:00
13079	3	2011-06-08 07:00:00+00:00
2654	3	2011-06-09 07:00:00+00:00
3457	1	2011-06-10 07:00:00+00:00
15043	3	2011-06-11 07:00:00+00:00
3664	1	2011-06-11 07:00:00+00:00
4195	1	2011-06-11 07:00:00+00:00
5367	4	2011-06-12 07:00:00+00:00
5312	4	2011-06-12 07:00:00+00:00
28644	1	2011-06-13 07:00:00+00:00
3536	4	2011-06-14 07:00:00+00:00
838	3	2011-06-15 07:00:00+00:00
30594	10	2011-06-15 07:00:00+00:00
21710	10	2011-06-15 07:00:00+00:00
5332	3	2011-06-16 07:00:00+00:00
33753	10	2011-06-16 07:00:00+00:00
1301	4	2011-06-16 07:00:00+00:00
25952	10	2011-06-16 07:00:00+00:00
4500	8	2011-06-16 07:00:00+00:00
5367	3	2011-06-16 07:00:00+00:00
21198	3	2011-06-16 07:00:00+00:00
1457	1	2011-06-17 07:00:00+00:00
5143	1	2011-06-17 07:00:00+00:00
30981	10	2011-06-17 07:00:00+00:00
26758	3	2011-06-17 07:00:00+00:00
3384	4	2011-06-17 07:00:00+00:00
2202	10	2011-06-18 07:00:00+00:00
2306	1	2011-06-18 07:00:00+00:00
2573	3	2011-06-18 07:00:00+00:00
5570	3	2011-06-19 07:00:00+00:00
32792	10	2011-06-19 07:00:00+00:00
4950	10	2011-06-19 07:00:00+00:00
2160	10	2011-06-19 07:00:00+00:00
6480	10	2011-06-19 07:00:00+00:00
763	10	2011-06-20 07:00:00+00:00
1219	10	2011-06-20 07:00:00+00:00
3596	10	2011-06-21 07:00:00+00:00
12201	10	2011-06-21 07:00:00+00:00
5599	10	2011-06-21 07:00:00+00:00
3481	1	2011-06-22 07:00:00+00:00
21477	10	2011-06-23 07:00:00+00:00
26163	10	2011-06-23 07:00:00+00:00
5726	12	2011-06-23 07:00:00+00:00
13551	3	2011-06-24 07:00:00+00:00
8646	4	2011-06-24 07:00:00+00:00
2215	10	2011-06-24 07:00:00+00:00
21216	3	2011-06-25 07:00:00+00:00
5755	10	2011-06-26 07:00:00+00:00
1329	4	2011-06-26 07:00:00+00:00
2786	4	2011-06-27 07:00:00+00:00
35228	4	2011-06-27 07:00:00+00:00
2786	3	2011-06-27 07:00:00+00:00
3603	1	2011-06-27 07:00:00+00:00
32887	3	2011-06-28 07:00:00+00:00
33361	10	2011-06-28 07:00:00+00:00
4297	4	2011-06-29 07:00:00+00:00
14786	4	2011-06-29 07:00:00+00:00
2852	4	2011-06-29 07:00:00+00:00
2362	1	2011-06-29 07:00:00+00:00
9880	10	2011-06-30 07:00:00+00:00
5312	10	2011-07-01 07:00:00+00:00
4038	12	2011-07-02 07:00:00+00:00
9817	4	2011-07-02 07:00:00+00:00
13763	3	2011-07-03 07:00:00+00:00
5712	4	2011-07-04 07:00:00+00:00
1701	3	2011-07-04 07:00:00+00:00
5403	10	2011-07-05 07:00:00+00:00
1003	1	2011-07-05 07:00:00+00:00
909	1	2011-07-05 07:00:00+00:00
30785	1	2011-07-05 07:00:00+00:00
3763	3	2011-07-05 07:00:00+00:00
3080	1	2011-07-06 07:00:00+00:00
2683	8	2011-07-06 07:00:00+00:00
469	4	2011-07-08 07:00:00+00:00
4668	4	2011-07-10 07:00:00+00:00
1958	10	2011-07-11 07:00:00+00:00
24600	10	2011-07-13 07:00:00+00:00
7812	4	2011-07-14 07:00:00+00:00
4330	10	2011-07-15 07:00:00+00:00
1045	9	2011-07-15 07:00:00+00:00
8276	1	2011-07-15 07:00:00+00:00
2602	2	2011-07-15 07:00:00+00:00
20493	1	2011-07-16 07:00:00+00:00
838	9	2011-07-16 07:00:00+00:00
4189	1	2011-07-16 07:00:00+00:00
3384	1	2011-07-19 07:00:00+00:00
29010	4	2011-07-19 07:00:00+00:00
5191	4	2011-07-20 07:00:00+00:00
2572	1	2011-07-20 07:00:00+00:00
24907	1	2011-07-20 07:00:00+00:00
30899	3	2011-07-20 07:00:00+00:00
20685	3	2011-07-20 07:00:00+00:00
3736	10	2011-07-21 07:00:00+00:00
31795	1	2011-07-21 07:00:00+00:00
31795	9	2011-07-21 07:00:00+00:00
2184	9	2011-07-21 07:00:00+00:00
2451	12	2011-07-22 07:00:00+00:00
19113	1	2011-07-23 07:00:00+00:00
3301	9	2011-07-23 07:00:00+00:00
10532	3	2011-07-23 07:00:00+00:00
2852	9	2011-07-27 07:00:00+00:00
11025	10	2011-07-27 07:00:00+00:00
3412	10	2011-07-27 07:00:00+00:00
14150	1	2011-07-28 07:00:00+00:00
139	4	2011-07-28 07:00:00+00:00
14150	4	2011-07-28 07:00:00+00:00
11533	1	2011-07-29 07:00:00+00:00
32233	10	2011-07-29 07:00:00+00:00
2869	3	2011-07-30 07:00:00+00:00
5116	10	2011-07-30 07:00:00+00:00
17676	4	2011-07-31 07:00:00+00:00
30943	4	2011-07-31 07:00:00+00:00
4094	4	2011-07-31 07:00:00+00:00
5009	1	2011-07-31 07:00:00+00:00
4419	4	2011-07-31 07:00:00+00:00
3883	4	2011-07-31 07:00:00+00:00
3247	10	2011-07-31 07:00:00+00:00
892	1	2011-07-31 07:00:00+00:00
25803	1	2011-07-31 07:00:00+00:00
2451	4	2011-08-01 07:00:00+00:00
4089	1	2011-08-01 07:00:00+00:00
3840	12	2011-08-01 07:00:00+00:00
1042	1	2011-08-01 07:00:00+00:00
18934	1	2011-08-01 07:00:00+00:00
16871	12	2011-08-02 07:00:00+00:00
3592	12	2011-08-03 07:00:00+00:00
4895	1	2011-08-03 07:00:00+00:00
5686	3	2011-08-04 07:00:00+00:00
29278	8	2011-08-04 07:00:00+00:00
3548	3	2011-08-05 07:00:00+00:00
4947	10	2011-08-05 07:00:00+00:00
3935	4	2011-08-06 07:00:00+00:00
20650	1	2011-08-07 07:00:00+00:00
4281	11	2011-08-08 07:00:00+00:00
4447	3	2011-08-10 07:00:00+00:00
11208	2	2011-08-10 07:00:00+00:00
31643	3	2011-08-10 07:00:00+00:00
33660	4	2011-08-10 07:00:00+00:00
21974	3	2011-08-11 07:00:00+00:00
9322	4	2011-08-11 07:00:00+00:00
3365	11	2011-08-11 07:00:00+00:00
3049	4	2011-08-12 07:00:00+00:00
2754	2	2011-08-12 07:00:00+00:00
23826	2	2011-08-12 07:00:00+00:00
3603	3	2011-08-13 07:00:00+00:00
3703	9	2011-08-14 07:00:00+00:00
4227	3	2011-08-14 07:00:00+00:00
1093	11	2011-08-14 07:00:00+00:00
6411	10	2011-08-15 07:00:00+00:00
4270	3	2011-08-15 07:00:00+00:00
3769	9	2011-08-15 07:00:00+00:00
20486	1	2011-08-16 07:00:00+00:00
17325	1	2011-08-16 07:00:00+00:00
5349	1	2011-08-17 07:00:00+00:00
28825	1	2011-08-17 07:00:00+00:00
34740	9	2011-08-17 07:00:00+00:00
1573	3	2011-08-18 07:00:00+00:00
2129	3	2011-08-20 07:00:00+00:00
4360	4	2011-08-20 07:00:00+00:00
4895	10	2011-08-20 07:00:00+00:00
1483	8	2011-08-20 07:00:00+00:00
13001	3	2011-08-21 07:00:00+00:00
1192	8	2011-08-21 07:00:00+00:00
2305	1	2011-08-22 07:00:00+00:00
12008	3	2011-08-22 07:00:00+00:00
1007	10	2011-08-23 07:00:00+00:00
4304	3	2011-08-24 07:00:00+00:00
2776	10	2011-08-24 07:00:00+00:00
1003	10	2011-08-24 07:00:00+00:00
2096	10	2011-08-24 07:00:00+00:00
5718	11	2011-08-24 07:00:00+00:00
2288	11	2011-08-25 07:00:00+00:00
26895	10	2011-08-25 07:00:00+00:00
2321	9	2011-08-26 07:00:00+00:00
36136	10	2011-08-26 07:00:00+00:00
5811	1	2011-08-27 07:00:00+00:00
36739	4	2011-08-27 07:00:00+00:00
10797	4	2011-08-27 07:00:00+00:00
1320	4	2011-08-27 07:00:00+00:00
23558	11	2011-08-27 07:00:00+00:00
26758	11	2011-08-28 07:00:00+00:00
1133	3	2011-08-28 07:00:00+00:00
8108	11	2011-08-29 07:00:00+00:00
32589	4	2011-08-30 07:00:00+00:00
2876	3	2011-08-30 07:00:00+00:00
1537	1	2011-08-30 07:00:00+00:00
4673	11	2011-08-31 07:00:00+00:00
2850	8	2011-08-31 07:00:00+00:00
12772	10	2011-08-31 07:00:00+00:00
32780	11	2011-08-31 07:00:00+00:00
5191	11	2011-08-31 07:00:00+00:00
1443	3	2011-09-01 07:00:00+00:00
4283	8	2011-09-01 07:00:00+00:00
1696	11	2011-09-02 07:00:00+00:00
1363	11	2011-09-02 07:00:00+00:00
2921	1	2011-09-04 07:00:00+00:00
1363	1	2011-09-04 07:00:00+00:00
19350	4	2011-09-05 07:00:00+00:00
34193	1	2011-09-05 07:00:00+00:00
25326	11	2011-09-05 07:00:00+00:00
2649	10	2011-09-05 07:00:00+00:00
5510	6	2011-09-06 07:00:00+00:00
6869	3	2011-09-07 07:00:00+00:00
5206	3	2011-09-08 07:00:00+00:00
24223	4	2011-09-08 07:00:00+00:00
12396	4	2011-09-08 07:00:00+00:00
3708	10	2011-09-08 07:00:00+00:00
12396	6	2011-09-08 07:00:00+00:00
3698	3	2011-09-09 07:00:00+00:00
4403	6	2011-09-10 07:00:00+00:00
1053	1	2011-09-10 07:00:00+00:00
24889	1	2011-09-11 07:00:00+00:00
5718	6	2011-09-12 07:00:00+00:00
5328	10	2011-09-12 07:00:00+00:00
16146	11	2011-09-12 07:00:00+00:00
18280	4	2011-09-13 07:00:00+00:00
17788	4	2011-09-14 07:00:00+00:00
5550	11	2011-09-14 07:00:00+00:00
10652	9	2011-09-14 07:00:00+00:00
522	9	2011-09-14 07:00:00+00:00
622	10	2011-09-14 07:00:00+00:00
12902	4	2011-09-15 07:00:00+00:00
2921	9	2011-09-15 07:00:00+00:00
2876	10	2011-09-16 07:00:00+00:00
12369	1	2011-09-16 07:00:00+00:00
1266	3	2011-09-16 07:00:00+00:00
19583	3	2011-09-17 07:00:00+00:00
9861	11	2011-09-17 07:00:00+00:00
29833	3	2011-09-17 07:00:00+00:00
1080	1	2011-09-18 07:00:00+00:00
1442	11	2011-09-18 07:00:00+00:00
23742	4	2011-09-18 07:00:00+00:00
25632	1	2011-09-19 07:00:00+00:00
1034	10	2011-09-19 07:00:00+00:00
31149	11	2011-09-19 07:00:00+00:00
4208	10	2011-09-20 07:00:00+00:00
34728	6	2011-09-20 07:00:00+00:00
3909	10	2011-09-20 07:00:00+00:00
3647	1	2011-09-20 07:00:00+00:00
4016	8	2011-09-21 07:00:00+00:00
7600	4	2011-09-21 07:00:00+00:00
2514	9	2011-09-21 07:00:00+00:00
2579	10	2011-09-22 07:00:00+00:00
4807	3	2011-09-22 07:00:00+00:00
2553	9	2011-09-23 07:00:00+00:00
23944	3	2011-09-23 07:00:00+00:00
8991	7	2011-09-24 07:00:00+00:00
2896	9	2011-09-25 07:00:00+00:00
27689	3	2011-09-25 07:00:00+00:00
35263	9	2011-09-26 07:00:00+00:00
878	10	2011-09-26 07:00:00+00:00
28260	11	2011-09-27 07:00:00+00:00
35921	11	2011-09-27 07:00:00+00:00
5670	1	2011-09-27 07:00:00+00:00
14477	9	2011-09-27 07:00:00+00:00
16256	9	2011-09-28 07:00:00+00:00
13565	10	2011-09-28 07:00:00+00:00
2370	1	2011-09-29 07:00:00+00:00
14978	4	2011-09-29 07:00:00+00:00
12252	10	2011-09-30 07:00:00+00:00
18337	4	2011-09-30 07:00:00+00:00
3603	4	2011-09-30 07:00:00+00:00
33781	4	2011-09-30 07:00:00+00:00
35426	11	2011-10-01 07:00:00+00:00
3654	3	2011-10-02 07:00:00+00:00
9316	3	2011-10-04 07:00:00+00:00
3556	11	2011-10-04 07:00:00+00:00
1080	9	2011-10-04 07:00:00+00:00
10633	10	2011-10-04 07:00:00+00:00
26460	11	2011-10-05 07:00:00+00:00
3355	4	2011-10-05 07:00:00+00:00
25059	10	2011-10-05 07:00:00+00:00
6420	10	2011-10-05 07:00:00+00:00
11674	18	2011-10-05 07:00:00+00:00
297	9	2011-10-06 07:00:00+00:00
36172	3	2011-10-06 07:00:00+00:00
7859	6	2011-10-06 07:00:00+00:00
4542	9	2011-10-06 07:00:00+00:00
3083	15	2011-10-07 07:00:00+00:00
2850	17	2011-10-07 07:00:00+00:00
6792	4	2011-10-07 07:00:00+00:00
2473	11	2011-10-07 07:00:00+00:00
2948	4	2011-10-07 07:00:00+00:00
5452	3	2011-10-08 07:00:00+00:00
819	11	2011-10-08 07:00:00+00:00
4524	7	2011-10-09 07:00:00+00:00
5211	8	2011-10-09 07:00:00+00:00
15885	3	2011-10-11 07:00:00+00:00
2984	3	2011-10-11 07:00:00+00:00
1683	4	2011-10-11 07:00:00+00:00
