0	363
0	1281
0	317
0	2077
0	531
5	2079
5	3511
5	1072
5	1089
5	3615
10	1059
10	295
10	372
15	3156
15	2693
15	2715
15	1914
15	2558
15	2577
15	3007
15	3521
23	1209
23	1096
27	919
27	1269
29	3896
29	1703
29	1217
29	1659
29	2546
29	3559
31	526
31	1093
31	295
31	317
31	3792
33	1264
33	2796
33	2102
36	538
36	2423
36	962
36	1852
37	596
37	2423
37	1044
37	1488
37	2127
37	2175
37	2435
40	3156
40	2354
40	2335
40	2393
40	2395
40	3174
44	596
44	837
44	1568
44	350
44	468
44	691
44	1354
44	1442
44	1667
44	2873
44	3103
44	3248
44	3878
49	1034
49	3480
49	3752
49	3554
49	3533
49	3565
49	1428
49	1601
49	1784
49	2009
49	2243
49	3128
49	3329
49	3571
49	3599
50	3947
50	3750
50	2503
50	3290
50	3558
54	2027
54	607
54	2857
54	150
54	678
54	3254
54	3275
54	3676
58	857
61	592
66	1192
66	526
66	918
66	962
66	1100
66	1957
66	3073
68	317
68	474
68	299
68	35
68	777
68	40
68	193
68	263
68	269
68	272
68	300
68	365
68	368
68	406
68	455
68	474
68	538
68	567
68	571
68	1057
68	1096
68	1653
68	1732
68	1761
68	1790
68	1842
68	3250
68	3429
71	2857
71	33
71	526
71	3407
74	594
74	37
74	53
74	55
74	101
74	218
74	240
74	242
74	249
74	309
74	312
74	342
74	373
74	392
74	421
74	437
74	483
74	486
74	489
74	504
74	568
74	586
74	631
74	656
74	673
74	688
74	709
74	711
74	754
74	766
74	783
74	801
74	809
74	811
74	816
74	829
74	837
74	881
74	885
74	888
74	987
74	1006
74	1015
74	1015
74	1018
74	1022
74	1026
74	1034
74	1064
74	1134
74	1360
74	1368
74	1461
74	1475
74	1490
74	1548
74	1552
74	1567
74	1583
74	1585
74	1589
74	1593
74	1597
74	1656
74	1667
74	1689
74	1703
74	1709
74	1715
74	1762
74	1808
74	1824
74	1828
74	1839
74	1845
74	1850
74	1883
74	1909
74	1921
74	2019
74	2033
74	2038
74	2044
74	2047
74	2048
74	2050
74	2054
74	2055
74	2061
74	2084
74	2085
74	2093
74	2094
74	2105
74	2125
74	2144
74	2144
74	2154
74	2164
74	2296
74	2356
74	2386
74	2397
74	2403
74	2432
74	2433
74	2500
74	2561
74	2569
74	2690
74	2712
74	2723
74	2764
74	2803
74	2831
74	2879
74	2902
74	2957
74	3057
74	3117
74	3160
74	3163
74	3168
74	3217
74	3403
74	3404
74	3605
74	3612
74	3616
74	3677
74	3764
74	3781
74	3804
74	3825
74	3949
77	95
77	199
77	705
77	728
77	777
77	811
77	986
77	1057
77	1566
77	1614
77	1873
77	2031
77	2253
77	2501
77	3049
77	3050
77	3286
78	2761
78	1624
78	1891
78	3512
78	2026
80	857
80	2018
80	1247
80	922
82	3622
82	1209
82	2625
85	3113
85	754
85	1584
87	2857
87	592
87	1226
87	1232
87	1294
87	1959
87	3076
87	3363
88	2857
88	109
88	1220
88	1197
88	1196
88	857
88	588
88	355
91	1209
91	259
95	1703
95	1096
95	61
95	161
95	593
95	1705
95	1875
95	2030
95	2503
95	3109
96	1218
96	902
96	930
96	955
96	960
96	974
96	983
96	1931
96	1940
96	1941
96	1942
96	2205
96	2206
96	2211
96	2212
96	2615
96	2850
96	2907
96	3039
96	3175
96	3451
96	3741
97	355
97	3752
97	479
97	3754
97	1579
97	1089
97	109
97	1564
97	2243
98	1269
98	592
98	2917
98	1531
100	732
100	1607
100	1290
100	2425
105	16
105	1196
105	16
105	341
105	838
105	892
105	903
105	912
105	916
105	921
105	934
105	938
105	1067
105	1184
105	1189
105	1278
105	1297
105	1308
105	1949
105	2023
105	2103
105	3048
105	3101
105	3617
105	3673
113	1021
113	1015
113	1032
113	1033
113	1088
113	2020
113	2090
113	2764
113	2860
113	2903
113	3163
113	3781
118	1565
118	2393
118	755
118	3058
121	588
121	109
121	1579
121	479
126	3951
132	1703
138	1239
139	907
139	903
139	966
139	1943
139	2931
155	586
155	586
155	853
155	870
155	2427
155	2632
155	2674
155	2727
155	2878
155	3532
158	2693
158	2358
158	2808
161	2570
161	732
161	2857
161	2571
161	3394
163	1960
163	1269
163	1192
163	526
163	913
163	921
163	3014
163	3737
166	3896
166	3826
166	2027
166	3559
166	3884
166	3921
167	1209
167	1269
167	2857
167	2027
167	1197
167	1192
170	1251
170	3480
170	3896
170	556
170	1170
170	1651
170	1799
174	1212
175	2133
175	2173
175	1092
175	1135
175	1298
175	2046
175	2090
175	2136
175	2146
175	2147
175	2243
175	2262
175	2264
175	2304
175	2375
175	2377
175	2377
175	2381
175	2382
175	2384
175	2408
175	2419
175	2421
175	2466
175	2471
175	2472
175	2473
175	2475
175	2476
175	2481
175	2521
175	2736
175	2739
175	2755
175	2789
175	2798
175	2799
175	2919
175	3044
175	3051
175	3091
175	3389
175	3395
175	3396
175	3397
175	3398
175	3446
175	3529
175	3529
175	3595
175	3694
175	3694
175	3696
175	3719
182	1616
182	1266
182	921
182	1192
182	1253
183	259
183	479
183	588
183	1239
183	1583
183	515
186	2335
186	54
186	194
186	341
186	388
186	538
186	571
186	767
186	988
186	995
186	1120
186	1313
186	1400
186	1487
186	1635
186	1637
186	1698
186	1730
186	1838
186	2279
186	2440
186	2445
186	2548
186	2728
186	2997
192	1229
192	1243
192	776
193	3113
193	1922
193	1776
193	704
195	3892
195	190
195	2185
195	2955
199	2705
199	2825
199	2857
199	2540
199	1901
199	2043
199	2575
